<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
09/06/22,000000,1009.8,1010,968.5,969.8,16956
10/06/22,000000,969.5,976.9,952.8,972,14092
12/06/22,000000,972,975.3,968.4,969.5,357
13/06/22,000000,969.8,971.3,923.3,929.4,18953
14/06/22,000000,929.4,939.3,908.4,915.6,15757
15/06/22,000000,916,946.9,913.7,936.2,18217
16/06/22,000000,936.4,952.2,919,947.3,14199
17/06/22,000000,947.1,950.9,928.4,929.2,8962
19/06/22,000000,931,933.5,929,932.5,124
20/06/22,000000,932.3,944,924.5,932.3,5696
21/06/22,000000,931.7,954.9,929.6,938.1,11904
22/06/22,000000,938.1,939,921.5,926.3,15386
23/06/22,000000,926.3,928.9,902.2,906.1,15317
24/06/22,000000,906.1,917.9,900.6,904.2,11257
26/06/22,000000,904.2,909.4,904.1,905.2,453
27/06/22,000000,905.3,911.8,890.1,902.6,10002
28/06/22,000000,903.5,924.6,901,908.5,3747
29/06/22,000000,908.6,932.8,908,911.1,411
30/06/22,000000,897.6,900.5,881.2,888.3,669
01/07/22,000000,888,890.2,850.1,877.4,21161
03/07/22,000000,878.3,878.7,871.7,871.9,318
04/07/22,000000,871.9,878.3,866.9,875.3,5443
05/07/22,000000,874.9,875.7,837.6,853.3,20578
06/07/22,000000,853.7,856.4,832,842.6,16942
07/07/22,000000,842.3,869.1,836.7,865.2,15047
08/07/22,000000,865.5,891.6,854.6,883.7,15321
10/07/22,000000,884.6,886,879.2,883.1,389
11/07/22,000000,882.7,883.4,855.9,857.6,13106
12/07/22,000000,857.6,857.7,823.7,823.7,15646
13/07/22,000000,824,842.1,815.8,830.9,15777
14/07/22,000000,831.1,835.3,806.7,824.3,15274
15/07/22,000000,824.8,834.4,814.1,832.6,10858
17/07/22,000000,833.8,836.4,832.1,835.6,320
18/07/22,000000,835.4,863.7,830.7,849.6,14132
19/07/22,000000,850,872.3,842.6,862,11338
20/07/22,000000,862.1,871,839.5,840.7,11359
21/07/22,000000,840.5,864.4,831.1,858.3,13936
22/07/22,000000,858.6,878.1,857.5,864.1,11236
24/07/22,000000,865,866.1,858.9,859.5,230
25/07/22,000000,860.1,874.8,853.6,869.8,10605
26/07/22,000000,870,881.4,858.5,865.4,11092
27/07/22,000000,865.8,883.9,860.3,882.1,11754
28/07/22,000000,882.2,890,868.3,880.1,13732
29/07/22,000000,889.3,894.4,877,890.5,11487
31/07/22,000000,889.1,890.8,883.1,885.7,361
01/08/22,000000,885.7,911,884.2,904.7,15258
02/08/22,000000,904.9,915,883.4,887,16315
03/08/22,000000,887.5,896.4,880.5,888.8,11627
04/08/22,000000,888.6,929.1,887.8,927.2,18045
05/08/22,000000,927.4,941.4,917.1,931.9,16083
07/08/22,000000,926,931.1,926,926.7,99
08/08/22,000000,927,948.8,918.5,942.8,12926
09/08/22,000000,942.9,944.1,929.8,933.7,9635
10/08/22,000000,933.9,949.5,924.9,944.6,11525
11/08/22,000000,944.4,974.6,941.3,954.5,18371
12/08/22,000000,954.5,963.6,944.4,963.4,11842
14/08/22,000000,964,964.2,960.7,960.7,308
15/08/22,000000,960.4,964.3,919.5,929.2,17230
16/08/22,000000,929.1,942,921,932.9,13151
17/08/22,000000,932.2,939,914.8,920.8,13838
18/08/22,000000,920.6,928.7,903,905.5,14707
19/08/22,000000,905.4,905.9,878.3,889.3,15393
21/08/22,000000,889.6,889.7,885.1,885.7,259
22/08/22,000000,885.8,892.7,855.6,868,18630
23/08/22,000000,868,883.9,856.6,872.3,15258
24/08/22,000000,872.4,879.1,858.2,866.7,13659
25/08/22,000000,866.7,879,865.4,871.8,9586
26/08/22,000000,872.3,876.9,850.9,852,14689
28/08/22,000000,852,853.7,850.8,853.4,17
29/08/22,000000,841.3,861.7,835.3,855.3,12565
30/08/22,000000,855.5,855.5,830,832.5,15026
31/08/22,000000,832.1,841.9,821.1,822.1,14983
01/09/22,000000,822.1,828.4,796.8,808.5,22567
02/09/22,000000,808.2,827.2,804.9,818.2,17210
04/09/22,000000,820.4,820.4,813.5,815.6,191
05/09/22,000000,815.7,834.4,815.4,832.2,5508
06/09/22,000000,832,846.4,828.4,835.8,15892
07/09/22,000000,835.9,856.3,826.2,852.2,14145
08/09/22,000000,852.4,874.1,847.2,871.4,17959
09/09/22,000000,871.2,882.6,865.8,873,13630
11/09/22,000000,873,877,873,873.3,202
12/09/22,000000,873.6,905.5,866.9,902,18841
13/09/22,000000,902,914.7,873.4,876.6,24536
14/09/22,000000,877,911.1,875.3,903.7,16330
15/09/22,000000,903.7,919.1,896.9,900.2,18680
16/09/22,000000,899.9,907.7,880.5,905.2,15801
18/09/22,000000,902.9,909.4,902.9,908.4,259
19/09/22,000000,908.6,924,895.2,920.3,15897
20/09/22,000000,920.1,933.9,917.6,925.1,15432
21/09/22,000000,925.4,943.5,905,907.6,21174
22/09/22,000000,908,918.8,895.6,903.8,15067
23/09/22,000000,903.8,908.2,852.3,852.9,18990
25/09/22,000000,852.6,859.1,847,859.1,559
26/09/22,000000,859.4,864.8,844.1,849.7,11568
27/09/22,000000,849.5,863.1,844.9,847.8,9253
28/09/22,000000,848.8,872.6,833.7,863.9,5011
29/09/22,000000,865.2,877.4,846.2,865,1536
30/09/22,000000,864.7,875.8,852.1,857.4,12896
02/10/22,000000,856.8,865.8,856.6,861.1,327
03/10/22,000000,860.6,905.3,856.2,903.2,20592
04/10/22,000000,903.5,941.2,899.6,935.3,25216
05/10/22,000000,935.4,935.4,903.1,924,20745
06/10/22,000000,924,932.2,916.9,921.5,14480
07/10/22,000000,921.6,939.8,912.5,915.5,17488
09/10/22,000000,914.3,916,911.4,914.8,356
10/10/22,000000,914.8,915,893.2,902,15900
11/10/22,000000,901.4,906.2,884.1,887,18843
12/10/22,000000,887.2,897.8,878.3,883.7,14861
13/10/22,000000,883.5,903.1,861.9,897.3,26855
14/10/22,000000,897,912.4,891.1,898.8,18063
16/10/22,000000,896.9,904.2,896.5,903.6,256
17/10/22,000000,903.2,922.5,903,917.2,15447
18/10/22,000000,917.8,925.1,902.4,908.3,14957
19/10/22,000000,908.3,910.4,877.2,878.8,14516
20/10/22,000000,878.8,918.9,875,911.8,20849
21/10/22,000000,912.2,937.5,891.4,934.6,23885
23/10/22,000000,935.1,949.8,935,941.5,1940
24/10/22,000000,941.3,945.9,922.9,931.2,20134
25/10/22,000000,930.8,933.4,907.6,919,15442
26/10/22,000000,918.8,965.1,915.8,961.4,22309
27/10/22,000000,961.3,974.1,948.3,967.1,19113
28/10/22,000000,967.3,974,945.7,949.5,15577
30/10/22,000000,947.1,952,945.3,951.1,351
31/10/22,000000,951.4,952.6,928.3,932.1,14760
01/11/22,000000,932.1,963,930.9,951.7,16171
02/11/22,000000,951.8,964.8,935,937.2,14956
03/11/22,000000,937.4,945.8,912.6,921.4,19950
04/11/22,000000,921.4,970.2,918.9,967.7,22409
06/11/22,000000,964.7,964.7,956.4,958,894
07/11/22,000000,957.6,995,953.3,990.2,21879
08/11/22,000000,990.3,1015.8,979.1,1012.1,21421
09/11/22,000000,1011.7,1024.7,990.8,998.1,21778
10/11/22,000000,997.8,1058.2,995.2,1047,25929
11/11/22,000000,1046.6,1074.1,1035.1,1043.7,21459
13/11/22,000000,1049.2,1049.2,1038.9,1044.2,337
14/11/22,000000,1043.8,1045.7,1013.6,1026.3,16435
15/11/22,000000,1027,1051.5,1017,1028.7,19189
16/11/22,000000,1028.9,1034.4,1011.5,1014.9,12202
17/11/22,000000,1015.3,1019.3,985,992.3,18595
18/11/22,000000,992.3,997.8,980.8,986.4,13212
20/11/22,000000,986.1,988,985.8,987.9,124
21/11/22,000000,988.1,995.3,970.7,989.7,15071
22/11/22,000000,989.8,1007.6,989.4,1000.8,12419
23/11/22,000000,1001,1010.5,984.3,1007.5,14233
24/11/22,000000,1007.8,1009.1,993.1,996.9,4486
25/11/22,000000,997.1,1000.9,982.1,989.6,9314
27/11/22,000000,989.1,989.1,982.3,984.1,218
28/11/22,000000,984.5,1013.7,978.7,996.9,17290
29/11/22,000000,997,1018.5,995.4,1010.5,16364
30/11/22,000000,1010.3,1052.1,1010.1,1051.6,25958
01/12/22,000000,1051.6,1066.8,1037.8,1055.9,23694
02/12/22,000000,1055.6,1058.6,1010.1,1025.3,22465
04/12/22,000000,1025.5,1031.6,1022.1,1031.3,348
05/12/22,000000,1031.5,1038.2,1002.9,1006.5,15141
06/12/22,000000,1006.4,1013.3,991.5,996.2,14035
07/12/22,000000,996.2,1024.9,985.5,1013,16478
08/12/22,000000,1013.3,1021.6,1005.6,1015.2,10365
09/12/22,000000,1014.8,1040.7,1001.6,1036.6,17256
11/12/22,000000,1033,1035.8,1027.1,1027.4,351
12/12/22,000000,1027.2,1034.9,1002.8,1010.4,15438
13/12/22,000000,1010.2,1056,1006,1041.4,20435
14/12/22,000000,1041.3,1047.8,1028.1,1036.4,12889
15/12/22,000000,1036.1,1037.8,1010.5,1013.3,17150
16/12/22,000000,1013.2,1021.2,996.8,999.1,14377
18/12/22,000000,999.3,1003.5,998.1,1001.9,264
19/12/22,000000,1001.8,1013.4,982,987.8,13517
20/12/22,000000,987.8,1019.8,979,1012.6,19083
21/12/22,000000,1013,1017.5,996.6,1003.3,10596
22/12/22,000000,1003.2,1009.6,971.4,984.3,14288
23/12/22,000000,984.3,1035.1,979.5,1030.9,12575
26/12/22,000000,1031.8,1039,1031.5,1034.5,370
27/12/22,000000,1034,1043.1,1006.3,1024.5,6041
28/12/22,000000,1022.4,1042.4,1010.9,1010.9,1696
29/12/22,000000,1011.2,1070,1010.3,1067.1,974
30/12/22,000000,1067.4,1087.6,1063.1,1086,19912
02/01/23,000000,1086.9,1095.5,1082.2,1085.6,796
03/01/23,000000,1085.6,1108.7,1080.8,1091.4,19453
04/01/23,000000,1091.9,1112.1,1086.9,1089.6,17529
05/01/23,000000,1089.2,1099.7,1066.1,1067,17475
06/01/23,000000,1066.8,1107,1057.3,1104.4,16297
08/01/23,000000,1109.5,1114.9,1106,1113,746
09/01/23,000000,1113.1,1115.6,1089.3,1092.7,13631
10/01/23,000000,1092.8,1097.9,1082.5,1091.2,12301
11/01/23,000000,1091.2,1117,1078.8,1083,18577
12/01/23,000000,1083,1092.5,1067,1080.4,17200
13/01/23,000000,1080.3,1086,1055.1,1075,17828
15/01/23,000000,1074.7,1077.5,1074,1074,209
16/01/23,000000,1074,1082.1,1061.1,1072.1,6677
17/01/23,000000,1071.9,1073.8,1044.1,1048.2,16588
18/01/23,000000,1048.2,1085.1,1036.5,1047,24807
19/01/23,000000,1046.4,1052.6,1015,1041.2,26914
20/01/23,000000,1041.8,1060.4,1026.4,1051.9,17241
22/01/23,000000,1055.5,1055.5,1051.1,1051.7,148
23/01/23,000000,1052.1,1062.3,1035.9,1058.3,14059
24/01/23,000000,1058.5,1068.8,1050.7,1064.6,13463
25/01/23,000000,1064.7,1067.1,1038.6,1049.7,17155
26/01/23,000000,1049.6,1050.4,1021.3,1026.8,18232
27/01/23,000000,1026.9,1029.6,1004.1,1019,17855
29/01/23,000000,1017.7,1022.5,1017.7,1022,211
30/01/23,000000,1022,1025.8,1011.5,1017.2,12109
31/01/23,000000,1017,1026.7,996.9,1018.1,21088
01/02/23,000000,1018.1,1023.4,997,1015,20204
02/02/23,000000,1016.3,1046.7,1015,1029.7,27308
03/02/23,000000,1029.4,1042.4,977.9,980,31014
05/02/23,000000,981.5,984.3,977,982.7,533
06/02/23,000000,982.8,989.9,971.4,977.8,21381
07/02/23,000000,978,988.3,968,982.1,21492
08/02/23,000000,983,996.8,974.4,974.6,15394
09/02/23,000000,974.5,992.8,957.5,961,19943
10/02/23,000000,960.6,972.5,949,951.3,19183
12/02/23,000000,950.5,951.1,949,950.4,315
13/02/23,000000,950.2,963.1,938.1,961.1,19420
14/02/23,000000,961.1,964.3,931.8,935.4,25567
15/02/23,000000,935.5,938.2,915.4,919.7,22826
16/02/23,000000,919.3,933.5,909,921.5,20903
17/02/23,000000,921.2,924.5,907.8,920.8,16267
19/02/23,000000,921.2,921.4,918.2,918.4,251
20/02/23,000000,918.3,942.2,916.3,928.8,10498
21/02/23,000000,928.8,950.6,921.6,945.5,17954
22/02/23,000000,945.8,963.9,936.6,951.1,21734
23/02/23,000000,951,963.6,940.8,948.3,17089
24/02/23,000000,948.1,952,906.3,909.4,20378
26/02/23,000000,909.1,912.3,905.5,911,456
27/02/23,000000,911.4,953.5,903.9,938.3,22066
28/02/23,000000,942.2,942.4,942.2,942.4,3
01/03/23,000000,951.5,951.5,951.2,951.2,10
06/03/23,000000,981.9,983.3,966,979.5,16813
07/03/23,000000,979.1,983.7,931,934.7,23517
08/03/23,000000,934.4,949.7,931.9,941.5,14804
09/03/23,000000,941.2,962.5,934,945.5,16527
10/03/23,000000,945.5,975.8,933,963.2,20850
12/03/23,000000,965.3,976.9,965.3,967.2,1029
13/03/23,000000,967.3,1012,960.4,1005.4,26734
14/03/23,000000,1004.9,1007,983.3,990,21412
15/03/23,000000,989.5,997.7,953,968.6,21771
16/03/23,000000,968.8,983.9,965.1,982.6,13799
17/03/23,000000,982.7,1005.2,966.5,980.9,20938
19/03/23,000000,984,985,978.1,980.2,510
20/03/23,000000,980.3,1008.2,969.5,995.6,15699
21/03/23,000000,995.7,1000.8,966.9,979.1,15246
22/03/23,000000,979.5,1007.2,978.1,992.3,19911
23/03/23,000000,992.3,999,979.3,990.5,12395
24/03/23,000000,990.6,995.3,962.2,986.3,12746
26/03/23,000000,986.9,986.9,982.9,984.1,181
27/03/23,000000,983.6,983.6,963.7,980.3,8751
28/03/23,000000,980,982.6,959.5,962.6,4701
29/03/23,000000,961.3,970,947.2,965.6,2203
30/03/23,000000,965.4,998.2,962,996.2,783
31/03/23,000000,996.5,1005,983,1000.3,14444
02/04/23,000000,1001,1001.4,992.4,992.4,486
03/04/23,000000,992.5,1009.2,987.1,998.2,15194
04/04/23,000000,998.4,1032.2,991,1029.3,24496
05/04/23,000000,1029.4,1036.9,1000.9,1011.7,18938
06/04/23,000000,1011.3,1021.7,1004.3,1017,10395
09/04/23,000000,1016.8,1022.2,1010,1016.4,425
10/04/23,000000,1017.1,1026.7,995.8,1004.9,10756
11/04/23,000000,1004.8,1018.6,1000.6,1006.4,11064
12/04/23,000000,1006.4,1034,1005.2,1030.7,17180
13/04/23,000000,1030.6,1070,1023.4,1063.7,22526
14/04/23,000000,1064,1071.1,1046.7,1058.5,27758
16/04/23,000000,1058.5,1059.4,1053.3,1054,1016
17/04/23,000000,1054,1069.9,1050.2,1062.5,27471
18/04/23,000000,1062.2,1101.9,1059.7,1096.7,37232
19/04/23,000000,1097.1,1108.5,1072,1101.6,37847
20/04/23,000000,1101.7,1112.5,1094.5,1110.5,34009
21/04/23,000000,1110.5,1148.9,1102,1141.3,134231
23/04/23,000000,1142.5,1142.5,1132.8,1135.4,791
24/04/23,000000,1135.3,1136.6,1094.9,1102.9,88324
25/04/23,000000,1102.9,1108.8,1077,1108.1,98772
26/04/23,000000,1108.2,1124,1100.1,1105.1,92976
27/04/23,000000,1105.1,1114.4,1092,1094,48944
28/04/23,000000,1094,1096.7,1076.3,1088.5,21590
30/04/23,000000,1090,1090,1081.4,1081.9,270
01/05/23,000000,1081.7,1103.8,1062.3,1064.1,14593
02/05/23,000000,1064,1079.7,1052.7,1074.4,18028
03/05/23,000000,1074.5,1085.5,1057.2,1069.9,14700
04/05/23,000000,1069.5,1073.8,1042.7,1053.5,16562
05/05/23,000000,1053.4,1069.6,1043.6,1068.7,15904
07/05/23,000000,1067.4,1070.2,1065.4,1066.6,380
08/05/23,000000,1066.5,1096.9,1066.4,1085.2,15600
09/05/23,000000,1085,1117.8,1076,1116.4,19905
10/05/23,000000,1116.6,1137.9,1110,1126.3,21045
11/05/23,000000,1126.1,1129.8,1094.7,1102.3,20762
12/05/23,000000,1102.4,1111.7,1058,1058.1,22931
14/05/23,000000,1057.6,1063.9,1057.5,1063.4,379
15/05/23,000000,1064,1079.1,1061.1,1070.7,14765
16/05/23,000000,1070.8,1078.7,1061.8,1068.3,12157
17/05/23,000000,1068.9,1086.1,1067.9,1079.2,12791
18/05/23,000000,1079.3,1080.8,1055,1058.6,15287
19/05/23,000000,1058.7,1084.2,1055,1071.7,15108
21/05/23,000000,1073.3,1074,1072.8,1074,419
22/05/23,000000,1074,1087.9,1065.8,1075.9,18860
23/05/23,000000,1076.1,1079.4,1057.1,1060.3,13731
24/05/23,000000,1060.6,1063.8,1026.3,1031.1,21887
25/05/23,000000,1030.7,1037.4,1020.8,1026.5,15456
26/05/23,000000,1026.7,1040.1,1024.6,1029.1,12922
28/05/23,000000,1028.1,1028.4,1025.2,1027.9,275
29/05/23,000000,1027.4,1039.5,1025.5,1032.9,4201
30/05/23,000000,1032.9,1046,1021.2,1027.9,16000
31/05/23,000000,1027.6,1029.4,997.8,1001.5,22792
01/06/23,000000,1001.2,1015.9,998.2,1009.3,17043
02/06/23,000000,1009.2,1021,1002,1008.7,13976
04/06/23,000000,1007.7,1012,1007.6,1009.3,357
05/06/23,000000,1009.4,1043,1006.7,1034.6,23733
06/06/23,000000,1034.7,1044.3,1026.6,1040.1,14974
07/06/23,000000,1040.2,1051.8,1022.3,1026.6,18173
08/06/23,000000,1026.3,1033,1010.9,1015.6,51446
09/06/23,000000,1015.4,1023.6,1000.2,1013.2,15466
11/06/23,000000,1012,1013.5,1010.9,1011.6,220
12/06/23,000000,1011.4,1013.6,991.8,997.8,18045
13/06/23,000000,997.9,1003,978.7,983.6,56958
14/06/23,000000,983.6,986.8,971.7,981.1,17548
15/06/23,000000,981.4,995.7,965.5,993.4,21446
16/06/23,000000,993,1002.6,977.9,987.4,18356
18/06/23,000000,988.4,989,984.8,985.2,211
19/06/23,000000,984.9,986.8,976.6,979.1,6042
20/06/23,000000,973.5,977.5,956.3,965.9,19916
21/06/23,000000,965.7,966.1,946,948.5,23110
22/06/23,000000,948.5,950.4,923.4,925,25553
23/06/23,000000,925,931.6,919.4,920.6,17402
25/06/23,000000,922.4,925.6,921.3,925.1,320
26/06/23,000000,925.2,939.6,923.8,928.6,15205
27/06/23,000000,928.9,937.9,918.2,926.4,12001
28/06/23,000000,926.4,926.4,900.6,920.6,4865
29/06/23,000000,920.9,930.3,897,904.5,26960
30/06/23,000000,897.6,917.3,894.2,910.2,15083
02/07/23,000000,910.2,911,908,909.9,343
03/07/23,000000,909.9,924.3,900.5,919.6,14573
04/07/23,000000,919.5,935.4,918.2,926.4,7514
05/07/23,000000,926.5,928.7,915.1,923.6,13764
06/07/23,000000,923.6,931,899,908.7,19490
07/07/23,000000,909,924.6,906,916.7,16648
09/07/23,000000,918.4,920,916.3,920,414
10/07/23,000000,920,937,909.8,935.3,17693
11/07/23,000000,935.4,943.5,928.1,931.9,13952
12/07/23,000000,931.5,964,931.3,959.8,20970
13/07/23,000000,959.7,986.9,957.7,980.6,19039
14/07/23,000000,980.6,986.3,971.5,982.1,16063
16/07/23,000000,982.3,982.9,974.6,977.9,683
17/07/23,000000,977.7,991.3,973,986.3,14297
18/07/23,000000,986.1,1003.7,983.8,995.4,18619
19/07/23,000000,995.4,998,980.1,980.8,13706
20/07/23,000000,981.4,987,961.6,968,16457
21/07/23,000000,967.7,974.6,960.4,971.5,11578
23/07/23,000000,971.6,973,968.9,970.1,309
24/07/23,000000,969.9,976.5,963.1,967,10492
25/07/23,000000,967.5,986.1,966.3,978.2,14943
26/07/23,000000,978.3,979.1,959.6,973.2,14633
27/07/23,000000,973.2,982.5,940.2,945.2,24277
28/07/23,000000,945.1,949.5,935,943.9,16184
30/07/23,000000,943.7,946.1,943.7,944,291
31/07/23,000000,944,967.3,931.6,960.9,19353
01/08/23,000000,945.4,949,928.5,941.7,18345
02/08/23,000000,941.6,941.9,925.7,927.4,13978
03/08/23,000000,927.4,931.6,918.5,922.1,17208
04/08/23,000000,922.2,931.5,914.1,929,17868
06/08/23,000000,928,930.8,928,930.4,224
07/08/23,000000,930.4,933.9,916.7,924,13619
08/08/23,000000,924.1,925.9,899.7,904.2,25325
09/08/23,000000,904.3,910.7,891,893.4,19864
10/08/23,000000,893.3,917,891.4,911,23257
11/08/23,000000,911,923.1,907.3,916.5,13449
13/08/23,000000,915.5,918.7,915.5,917.4,362
14/08/23,000000,917.6,919,893.6,904.5,17460
15/08/23,000000,903.1,903.4,882.6,892.9,15562
16/08/23,000000,892.6,898.7,885,886.6,15082
17/08/23,000000,886.6,893.6,884,890.7,1910
18/08/23,000000,904,917.5,900.9,916.2,11873
20/08/23,000000,916.7,918.3,915.3,916.2,348
21/08/23,000000,917.1,919.7,905.2,914.1,14028
22/08/23,000000,914,932.4,912.8,925.9,18161
23/08/23,000000,925.9,943,925.8,937.1,19166
24/08/23,000000,937,948,930.1,941.3,19914
25/08/23,000000,941.3,955.7,936.8,951.7,20026
27/08/23,000000,949.3,953.5,949.2,951.3,481
28/08/23,000000,951.3,977.3,942.9,974.4,24988
29/08/23,000000,974.4,990,970.9,985.7,27906
30/08/23,000000,985.6,993.3,978.5,984.8,23155
31/08/23,000000,982.5,989.1,973.1,977.3,15793
01/09/23,000000,977.4,995,967.4,968.8,19395
03/09/23,000000,969.1,970,966.5,969.1,413
04/09/23,000000,968.9,972.5,956.1,959.9,7624
05/09/23,000000,959.5,959.7,932,934.7,23611
06/09/23,000000,934.6,934.8,909.5,915.3,23647
07/09/23,000000,915.1,918.7,903.5,911.1,21381
08/09/23,000000,911,915,893.3,896.6,22981
10/09/23,000000,896.6,898.5,894.8,898.3,826
11/09/23,000000,898.4,908.9,897,901.4,20097
12/09/23,000000,901.6,916.4,894.5,914.1,22955
13/09/23,000000,914.1,914.3,898.1,903.1,19741
14/09/23,000000,903.3,914,900.2,910.1,18929
15/09/23,000000,910.3,934.1,910.3,930.7,26999
17/09/23,000000,930.7,932.3,930.7,932.2,236
18/09/23,000000,932.3,941.2,930.7,940.1,20030
19/09/23,000000,940.3,955,934,945,21495
20/09/23,000000,945,949.6,928.3,928.7,24391
21/09/23,000000,928.7,931,916.9,926.2,22405
22/09/23,000000,926.2,947.1,926.2,933.2,20587
24/09/23,000000,933.4,934.5,931.3,931.5,496
25/09/23,000000,931.6,932.3,913.8,915.7,14435
26/09/23,000000,915.8,915.9,901.5,905.1,14176
27/09/23,000000,905.3,911.4,880.8,897.3,5589
28/09/23,000000,897.3,918.7,894.1,918.7,25652
29/09/23,000000,918.6,935.5,912.1,915,27311
01/10/23,000000,916.2,919.5,915.6,919,1023
02/10/23,000000,919.1,921.6,882.2,884.8,29886
03/10/23,000000,884.6,890.4,875,876,22523
04/10/23,000000,875.9,884.8,865.8,872.2,21332
05/10/23,000000,872.2,879.4,860.7,865.1,16538
06/10/23,000000,865,888.9,856.8,884.7,22468
08/10/23,000000,884.6,890.2,877.5,882,1785
09/10/23,000000,881.8,896.9,880.6,894.2,16715
10/10/23,000000,894.3,899.3,885.5,886.9,16537
11/10/23,000000,886.8,896,879,894.5,15528
12/10/23,000000,894.4,902.6,871.1,874.4,23017
13/10/23,000000,874.4,891.3,867.9,887.7,22260
15/10/23,000000,888.7,891,885.7,890.2,883
16/10/23,000000,890.1,900.6,879.1,897.6,17906
17/10/23,000000,897.5,909.5,894.5,903.9,17565
18/10/23,000000,904,914.7,885.8,892.9,21971
19/10/23,000000,893,903.2,882,899.4,17114
20/10/23,000000,899.1,913.2,893.7,903.6,17686
22/10/23,000000,903.7,904.9,900.6,901.6,432
23/10/23,000000,901.8,907.8,894.5,902.5,13593
24/10/23,000000,902.5,908.8,886.9,894.1,16904
25/10/23,000000,894,917,885,909.2,23963
26/10/23,000000,909.1,920.4,900.6,912.4,22353
27/10/23,000000,912.1,918,904.2,912,17471
29/10/23,000000,911.4,913.1,909.3,910.4,573
30/10/23,000000,910.3,943.6,907,940.7,32853
31/10/23,000000,940.6,951.8,937.6,942,27275
01/11/23,000000,941.9,942.7,925.6,934.9,20631
02/11/23,000000,935.5,942.1,919.9,931.2,20050
03/11/23,000000,931,945.7,929.2,941.3,17557
05/11/23,000000,941.3,942,936.8,937.3,493
06/11/23,000000,937.3,943,912.7,914.3,24724
07/11/23,000000,914.1,915.4,896.6,898.5,24347
