<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
05/08/22,000000,93.65,96.4,92.78,94.66,133860
07/08/22,000000,94.51,94.51,93.74,93.99,1250
08/08/22,000000,94.02,96.82,93.01,96.52,130956
09/08/22,000000,96.36,98.4,94.9,96.53,136339
10/08/22,000000,96.34,97.97,93.63,97.06,145889
11/08/22,000000,97.04,100.17,96.63,99.42,122173
12/08/22,000000,99.33,100.38,96.94,98.01,114415
14/08/22,000000,97.72,98.17,97.6,97.6,255
15/08/22,000000,97.6,98.06,92.78,93.47,146412
16/08/22,000000,94.01,95.95,91.71,92.76,144498
17/08/22,000000,92.67,94.48,91.51,93.05,126399
18/08/22,000000,93.29,97.42,93.05,96.58,119380
19/08/22,000000,96.68,97.88,94.25,96.09,111886
21/08/22,000000,95.95,95.95,95.43,95.71,371
22/08/22,000000,95.66,97.28,92.36,96.69,132067
23/08/22,000000,96.78,100.45,96.53,100.15,130534
24/08/22,000000,100.19,101.9,99.1,101.73,120618
25/08/22,000000,101.73,102.47,99.12,99.83,94881
26/08/22,000000,99.83,100.94,96.96,98.9,113798
28/08/22,000000,98.96,99.25,98.25,98.87,1302
29/08/22,000000,98.91,103.22,98.78,102.95,130646
30/08/22,000000,102.88,103.48,96.63,98.47,216406
31/08/22,000000,98.33,99,94.4,94.96,185550
01/09/22,000000,95.18,95.68,91.81,92.17,190815
02/09/22,000000,92.66,95.32,92.65,93.28,146356
04/09/22,000000,93.02,94.58,93.02,94.53,1488
05/09/22,000000,94.55,96.99,94.22,95.23,96454
06/09/22,000000,95.19,95.94,92.3,92.85,155123
07/09/22,000000,92.81,93.8,87.4,87.71,206587
08/09/22,000000,87.7,89.83,87.24,88.61,131529
09/09/22,000000,88.62,93.12,88.6,92.42,123239
11/09/22,000000,92.54,92.8,92.27,92.48,790
12/09/22,000000,92.48,95.17,91.21,94.26,119702
13/09/22,000000,94.31,95.53,91.05,93.55,162847
14/09/22,000000,93.4,95.8,91.93,94.64,153832
15/09/22,000000,94.65,94.66,90.03,90.8,156656
16/09/22,000000,90.51,92.66,90.25,91.57,120084
18/09/22,000000,91.43,92.05,91.34,91.93,665
19/09/22,000000,91.98,92.57,88.5,91.73,96953
20/09/22,000000,92.15,93.05,89.8,90.87,113394
21/09/22,000000,90.74,93.5,89.3,90,148704
22/09/22,000000,89.99,92.81,89.3,90.33,107260
23/09/22,000000,90.46,90.84,85.5,86.65,102613
25/09/22,000000,86.62,86.91,86.37,86.89,343
26/09/22,000000,86.92,87.42,82.44,82.72,127004
27/09/22,000000,82.84,85.84,82.81,84.43,128739
28/09/22,000000,84.83,88.22,82.94,87.93,159345
29/09/22,000000,87.62,88.74,86.15,87.46,147988
30/09/22,000000,87.55,88.64,85,85.57,163812
02/10/22,000000,86.35,88,86.35,87.95,4170
03/10/22,000000,87.95,89.82,87.1,88.7,163515
04/10/22,000000,88.81,92.4,88.78,91.76,166744
05/10/22,000000,91.89,93.96,90.76,93.79,175178
06/10/22,000000,93.71,94.98,92.72,94.92,130293
07/10/22,000000,94.71,98.58,93.94,98.45,153172
09/10/22,000000,98.75,98.75,97.64,97.92,1146
10/10/22,000000,97.94,98.67,95.6,96.07,124789
11/10/22,000000,95.93,96.46,93.11,93.8,156273
12/10/22,000000,93.72,95.07,91.58,92.41,61434
13/10/22,000000,92.49,94.92,91.08,94.69,154181
14/10/22,000000,94.53,95.11,91.28,91.46,124906
16/10/22,000000,91.71,92.4,91.5,92.33,768
17/10/22,000000,92.33,93.21,90.83,91.98,111446
18/10/22,000000,91.99,92.66,88.77,90.64,171795
19/10/22,000000,90.79,92.85,89.32,92.57,139106
20/10/22,000000,92.4,94.77,91.91,92.73,127208
21/10/22,000000,92.45,93.8,91,93.6,114260
23/10/22,000000,93.59,94.01,93.56,93.74,833
24/10/22,000000,93.79,94.4,91.22,93.45,90046
25/10/22,000000,93.47,94.38,91.62,93.06,84085
26/10/22,000000,92.91,94.3,91.71,94.15,121208
27/10/22,000000,94.15,95.3,93.18,94.73,137237
28/10/22,000000,94.61,94.9,93.02,94.16,143715
30/10/22,000000,94.43,94.48,94.04,94.19,520
31/10/22,000000,94.21,94.36,91.46,92.85,192208
01/11/22,000000,92.67,95.55,92.33,94.77,160858
02/11/22,000000,94.85,96.5,93.84,95.52,167441
03/11/22,000000,95.36,95.98,93.56,94.55,132210
04/11/22,000000,94.58,98.81,92.73,98.75,192170
06/11/22,000000,97.31,97.32,96.5,96.86,2703
07/11/22,000000,96.87,99.56,95.8,97.93,139969
08/11/22,000000,98.24,98.3,95,95.05,147238
09/11/22,000000,95.17,95.65,92.33,92.47,183000
10/11/22,000000,92.53,94.32,91.07,93.34,163758
11/11/22,000000,93.84,96.92,92.21,95.76,147760
13/11/22,000000,95.87,96.85,95.8,96.81,1011
14/11/22,000000,96.8,96.95,91.28,92.5,147514
15/11/22,000000,92.59,95.77,91.53,93.77,178576
16/11/22,000000,94.11,94.79,91.67,92.61,150640
17/11/22,000000,92.73,92.91,89.11,90.02,173274
18/11/22,000000,90.1,90.63,85.8,87.74,206661
20/11/22,000000,87.74,87.98,87.44,87.76,718
21/11/22,000000,87.76,87.86,82.31,87.79,219569
22/11/22,000000,87.76,89.9,87.05,88.35,100521
23/11/22,000000,88.47,89.56,84.12,84.65,118804
24/11/22,000000,85.04,85.54,83.9,85.12,40936
25/11/22,000000,85.5,86.87,83.59,83.91,44706
27/11/22,000000,84,84,83.18,83.44,2096
28/11/22,000000,83.44,84.67,80.81,83.24,170631
29/11/22,000000,83.21,86.72,83.19,84.94,182869
30/11/22,000000,84.9,87.39,84.45,86.64,155369
01/12/22,000000,86.78,89.37,86.26,87.26,140934
02/12/22,000000,86.9,87.91,85.16,85.42,123075
04/12/22,000000,85.73,87.01,85.5,86.89,3283
05/12/22,000000,86.91,88.44,82.52,83,152713
06/12/22,000000,83.28,83.69,78.7,79.72,205189
07/12/22,000000,79.76,80.49,76.91,77.39,185126
08/12/22,000000,77.46,79.17,75.74,76.51,163525
09/12/22,000000,76.63,77.48,75.11,76.82,107792
11/12/22,000000,76.88,77.35,76.75,76.96,742
12/12/22,000000,76.99,78.59,75.26,78.02,131214
13/12/22,000000,78.13,81.28,78.1,80.89,130810
14/12/22,000000,80.57,83.15,80.38,82.8,126243
15/12/22,000000,82.76,83.18,80.83,81.45,122136
16/12/22,000000,81.32,81.78,78.29,79.26,144880
18/12/22,000000,79.21,79.71,79.01,79.69,671
19/12/22,000000,79.65,80.87,78.6,80.1,102526
20/12/22,000000,80.25,80.89,78.28,79.68,100531
21/12/22,000000,79.94,82.52,79.55,82.28,86064
22/12/22,000000,82.52,83.85,80.67,81.69,84692
23/12/22,000000,81.69,84.12,81.29,83.97,43715
27/12/22,000000,85,86.1,84.19,85.16,91826
28/12/22,000000,84.92,85.15,82.51,83.77,119495
29/12/22,000000,83.63,83.84,81.85,83.73,128873
30/12/22,000000,83.71,86,82.88,85.99,110463
02/01/23,000000,85.91,85.91,85.91,85.91,1
03/01/23,000000,85.96,87,81.78,82.46,191881
04/01/23,000000,82.31,82.72,77.72,78.1,212437
05/01/23,000000,78.16,79.97,77.61,78.88,170048
06/01/23,000000,78.8,80.59,78.05,78.6,141159
08/01/23,000000,78.42,78.94,78.42,78.87,530
09/01/23,000000,78.9,81.37,78.85,79.8,154800
10/01/23,000000,79.54,80.89,78.81,79.62,141924
11/01/23,000000,79.52,83,79.31,82.91,168908
12/01/23,000000,82.88,84.62,82.37,83.82,157011
13/01/23,000000,83.91,85.5,83.5,85.43,123652
15/01/23,000000,85.36,85.59,85.19,85.19,621
16/01/23,000000,85.19,85.3,83.83,84.12,79520
17/01/23,000000,84.2,86.82,84.04,86.7,156571
18/01/23,000000,86.45,87.85,84.36,84.64,185214
19/01/23,000000,84.34,86.85,83.76,86.38,150866
20/01/23,000000,86.42,87.79,85.58,87.66,126170
22/01/23,000000,87.7,87.82,87.1,87.14,727
23/01/23,000000,87.15,89.09,86.92,88.15,109024
24/01/23,000000,88.07,88.71,85.8,86.42,108260
25/01/23,000000,86.28,87,85.41,86.18,83750
26/01/23,000000,86.35,87.99,85.74,87.49,109696
27/01/23,000000,87.49,88.63,85.52,86.21,168677
29/01/23,000000,86.81,87.28,86.63,87.12,2474
30/01/23,000000,87.14,87.24,84.26,84.64,191300
31/01/23,000000,84.62,85.79,83.16,85.53,200073
01/02/23,000000,85.56,86.21,82.37,83.06,212562
02/02/23,000000,83.34,83.61,81.25,82.1,186251
03/02/23,000000,82.27,84.2,79.48,79.82,223680
05/02/23,000000,79.61,80.16,79.61,80,1214
06/02/23,000000,80.03,81.43,79.1,81.4,204480
07/02/23,000000,81.26,84.13,81.19,84.09,172864
08/02/23,000000,84.11,85.15,83.27,85.02,156766
09/02/23,000000,84.96,85.5,83.05,84.08,151206
10/02/23,000000,84.22,86.9,83.76,86.06,182866
12/02/23,000000,86.51,86.64,85.62,86.02,731
13/02/23,000000,86.02,86.95,85.1,85.78,128699
14/02/23,000000,85.83,86.42,84.13,85.25,142495
15/02/23,000000,85.2,85.85,83.9,85.28,123328
16/02/23,000000,85.27,86.21,84.32,84.82,113760
17/02/23,000000,84.6,84.87,81.8,83.15,204940
19/02/23,000000,83.15,83.32,82.73,82.86,592
20/02/23,000000,83.18,84.3,82.65,83.81,76796
21/02/23,000000,83.86,84.2,82.45,82.73,120147
22/02/23,000000,82.78,83.25,80.3,80.47,125256
23/02/23,000000,80.48,82.77,80.4,82.43,82407
24/02/23,000000,82.49,83.39,81.07,82.85,44779
26/02/23,000000,82.85,83.16,82.85,83.09,862
27/02/23,000000,83.09,83.25,81.4,82.06,144090
28/02/23,000000,82,83.99,81.46,83.11,156403
01/03/23,000000,83.05,84.49,82.61,84.43,172260
02/03/23,000000,84.31,85.1,83.61,84.35,137622
03/03/23,000000,84.61,86,82.36,86,216882
05/03/23,000000,85.83,85.83,85.41,85.48,1525
06/03/23,000000,85.49,86.35,84.34,86.25,158747
07/03/23,000000,86.23,86.75,82.46,83.08,193396
08/03/23,000000,83.03,83.59,81.93,82.52,177444
09/03/23,000000,82.55,84,81,81.56,170879
10/03/23,000000,81.47,83.11,80.73,82.64,200370
12/03/23,000000,82.6,83.48,82.25,83.16,3199
13/03/23,000000,83.16,83.33,78.34,80.74,279096
14/03/23,000000,80.54,80.92,76.89,77.61,236153
15/03/23,000000,77.82,78.73,71.67,74.27,315692
16/03/23,000000,74.3,75.54,71.86,74.71,232347
17/03/23,000000,74.7,75.92,71.4,72.47,223392
19/03/23,000000,73.01,73.39,72.44,73.26,2364
20/03/23,000000,73.26,73.87,70.12,73.77,185818
21/03/23,000000,73.64,75.42,72.76,75.07,143712
22/03/23,000000,75.15,77.12,74.46,75.47,121414
23/03/23,000000,75.87,77.44,74.79,75.15,110687
24/03/23,000000,75.53,76.32,72.68,74.61,92793
26/03/23,000000,74.62,75.3,74.55,75,3270
27/03/23,000000,75,78,74.39,77.76,179422
28/03/23,000000,77.83,78.7,77.09,78.42,170379
29/03/23,000000,78.47,79,77.31,77.53,182981
30/03/23,000000,77.48,78.85,77.18,78.56,149919
31/03/23,000000,78.47,79.95,77.84,79.93,187909
02/04/23,000000,86,86.44,84.5,84.95,33886
03/04/23,000000,84.96,85.36,83.5,84.78,262010
04/04/23,000000,84.89,86.04,83.82,85.26,198452
05/04/23,000000,85.22,85.54,84.01,84.88,153786
06/04/23,000000,84.89,85.45,84.05,84.94,151885
09/04/23,000000,85.1,85.66,84.93,85.23,2638
10/04/23,000000,85.23,85.52,84.09,84.31,85109
11/04/23,000000,84.24,85.67,83.75,85.62,158833
12/04/23,000000,85.59,87.49,85.39,87.23,195967
13/04/23,000000,87.19,87.47,86.05,86.31,154593
14/04/23,000000,86.18,86.87,85.53,86.63,153507
16/04/23,000000,86.63,86.63,86.18,86.41,1740
17/04/23,000000,86.39,86.52,84.34,84.83,162275
18/04/23,000000,84.83,85.41,83.81,84.87,188890
19/04/23,000000,84.87,85.15,82.39,82.88,430240
20/04/23,000000,82.88,82.92,80.77,80.86,387409
21/04/23,000000,80.86,82.05,80.45,81.88,249309
23/04/23,000000,81.88,81.88,81.43,81.57,939
24/04/23,000000,81.57,82.99,80.48,82.54,254855
25/04/23,000000,82.54,83.06,80.45,80.76,253832
26/04/23,000000,80.76,81.47,77.46,77.77,247336
27/04/23,000000,77.77,78.61,77.64,78.28,114829
28/04/23,000000,78.28,80.53,77.51,80.34,189811
30/04/23,000000,80.26,80.26,79.71,79.77,1296
01/05/23,000000,79.77,79.87,78.13,79.4,150451
02/05/23,000000,79.4,79.78,75.07,75.23,387399
03/05/23,000000,75.23,75.58,71.7,71.93,471288
04/05/23,000000,71.93,73.72,71.28,72.54,373266
05/05/23,000000,72.54,75.75,72.41,75.31,271896
07/05/23,000000,75.37,75.79,75.23,75.41,1995
08/05/23,000000,75.41,77.43,74.95,76.61,193973
09/05/23,000000,76.61,77.5,75.07,77.28,303882
10/05/23,000000,77.28,77.6,75.68,76.59,325089
11/05/23,000000,76.59,77.41,74.61,75.43,363622
12/05/23,000000,75.43,75.85,74.03,74.22,265898
14/05/23,000000,74.17,74.28,74.08,74.17,457
15/05/23,000000,74.16,75.75,73.49,75.56,254997
16/05/23,000000,75.56,75.95,74.5,74.75,222529
17/05/23,000000,74.75,77.31,74.1,76.78,302080
18/05/23,000000,76.78,76.99,75.5,75.95,244281
19/05/23,000000,75.95,77.5,75.12,75.79,254723
21/05/23,000000,75.61,75.75,75.59,75.72,542
22/05/23,000000,75.76,76.46,74.55,75.94,197331
23/05/23,000000,75.94,77.74,75.65,77.5,283489
24/05/23,000000,77.5,78.66,77.03,78.34,292777
25/05/23,000000,78.34,78.5,75.1,76.23,251350
26/05/23,000000,76.23,77.35,75.73,77.09,154920
28/05/23,000000,77.12,77.66,77.12,77.46,1482
29/05/23,000000,77.47,77.75,76.15,77.03,31498
30/05/23,000000,77.03,77.57,73.2,73.69,104473
31/05/23,000000,73.84,73.95,71.5,72.13,442869
01/06/23,000000,72.13,75.25,72.03,74.32,367511
02/06/23,000000,74.32,76.5,74.18,76.29,282637
04/06/23,000000,76.4,78.73,76.4,77.83,36040
05/06/23,000000,77.84,78.24,76.31,76.6,369769
06/06/23,000000,76.6,76.75,74.72,76.12,310246
07/06/23,000000,76.12,77.64,75.51,76.8,333977
08/06/23,000000,76.8,77.68,73.58,75.52,635025
09/06/23,000000,75.52,76.57,74.71,74.97,270329
11/06/23,000000,74.97,75.04,74.4,74.54,2865
12/06/23,000000,74.54,74.55,71.58,72.11,367076
13/06/23,000000,72.11,74.66,71.94,74.19,471662
14/06/23,000000,74.19,75.49,73.03,73.61,332144
15/06/23,000000,73.61,75.97,72.91,75.63,269780
16/06/23,000000,75.63,76.74,75.08,76.56,268782
18/06/23,000000,76.26,76.4,76.05,76.12,535
19/06/23,000000,76.11,76.93,75.34,76.13,142611
20/06/23,000000,76.13,77.15,74.51,75.42,273988
21/06/23,000000,75.42,77.24,75.42,77.03,230596
22/06/23,000000,77.03,77.2,73.59,74.23,334961
23/06/23,000000,74.23,74.25,72.11,74.14,165826
25/06/23,000000,74.44,74.8,74.25,74.69,4023
26/06/23,000000,74.7,74.85,73.42,74.39,137310
27/06/23,000000,74.39,74.9,72.08,72.69,155655
28/06/23,000000,72.69,74.2,71.57,73.57,95255
29/06/23,000000,73.57,74.98,73.39,74.31,66162
30/06/23,000000,74.97,75.84,74.3,75.19,243911
02/07/23,000000,75.19,75.47,75.03,75.17,752
03/07/23,000000,75.19,76.6,74.56,74.96,342144
04/07/23,000000,74.96,76.29,74.74,76.12,158913
05/07/23,000000,76.12,76.95,75.3,76.53,302856
06/07/23,000000,76.53,77.09,75.03,76.51,347152
07/07/23,000000,76.51,78.54,76.03,78.3,341827
09/07/23,000000,78.17,78.61,78.13,78.22,3798
10/07/23,000000,78.23,78.77,77.36,77.79,297710
11/07/23,000000,77.79,79.5,77.63,79.35,346050
12/07/23,000000,79.35,80.55,79.21,80.2,391341
13/07/23,000000,80.2,81.75,79.88,81.54,363887
14/07/23,000000,81.54,81.7,79.63,79.66,322508
16/07/23,000000,79.63,79.63,79.02,79.33,5054
17/07/23,000000,79.32,80.64,78.25,78.56,358594
18/07/23,000000,78.56,79.99,78.19,79.82,391271
19/07/23,000000,79.82,80.93,79.17,79.54,322063
20/07/23,000000,79.54,80.27,78.66,79.62,289603
21/07/23,000000,79.62,81.24,79.62,80.86,295300
23/07/23,000000,80.89,81.01,80.53,80.53,635
24/07/23,000000,80.53,83.16,80.42,82.75,298562
25/07/23,000000,82.75,83.87,82.22,83.2,236304
26/07/23,000000,83.2,83.85,82.58,82.95,178754
27/07/23,000000,82.95,84.5,82.93,83.86,112007
28/07/23,000000,83.86,85.09,83.22,84.92,105115
30/07/23,000000,84.29,84.46,84.23,84.25,1137
31/07/23,000000,84.23,85.58,83.91,85.33,319358
01/08/23,000000,85.01,85.78,84.21,85.68,234157
02/08/23,000000,85.68,85.99,82.74,83.38,418619
03/08/23,000000,83.38,85.41,82.36,85.25,418158
04/08/23,000000,85.25,86.65,85.06,86,282740
06/08/23,000000,86.15,86.73,86.15,86.45,4660
07/08/23,000000,86.45,86.68,85.03,85.91,270467
08/08/23,000000,85.91,86.34,83.32,86.18,396142
09/08/23,000000,86.18,87.65,85.91,87.51,408013
10/08/23,000000,87.51,88.1,86.2,86.33,363990
11/08/23,000000,86.33,87.35,85.84,86.6,343492
13/08/23,000000,86.73,86.73,86.32,86.48,1782
14/08/23,000000,86.49,86.71,85.5,86.19,268243
15/08/23,000000,86.45,86.48,84.29,85.08,308651
16/08/23,000000,85.08,85.36,83.13,83.37,350887
17/08/23,000000,83.37,84.05,83.05,83.72,84044
18/08/23,000000,83.83,85.08,83.33,84.72,227620
20/08/23,000000,84.83,84.94,84.52,84.7,1012
21/08/23,000000,84.68,85.86,84.31,84.59,305260
22/08/23,000000,84.59,84.66,83.85,83.89,295906
23/08/23,000000,83.89,84.26,81.94,83.07,375452
24/08/23,000000,83.07,83.62,81.97,83.23,255059
25/08/23,000000,83.23,84.97,82.67,84.62,227204
27/08/23,000000,84.85,84.98,84.67,84.8,687
28/08/23,000000,84.82,85.23,84.11,84.42,96464
29/08/23,000000,84.42,85.65,83.8,85.53,117834
30/08/23,000000,85.53,86.23,85.11,85.95,89128
31/08/23,000000,85.54,86.88,85.45,86.82,353965
01/09/23,000000,86.82,88.84,86.74,88.77,393130
03/09/23,000000,88.99,88.99,88.66,88.77,2378
04/09/23,000000,88.76,89.22,88.26,89,141683
05/09/23,000000,89,91.15,88.06,90.05,458245
06/09/23,000000,90.05,91.1,89.25,90.63,298643
07/09/23,000000,90.63,90.89,89.46,89.76,217684
08/09/23,000000,89.76,91.02,89.3,90.46,302229
10/09/23,000000,90.44,90.83,90.22,90.34,4421
11/09/23,000000,90.35,91.45,90.11,90.61,311702
12/09/23,000000,90.61,92.4,90.52,91.96,354762
13/09/23,000000,91.96,92.84,91.63,92.19,315830
14/09/23,000000,92.19,94.21,92.02,94.14,321379
15/09/23,000000,94.14,94.63,92.67,94.21,352012
17/09/23,000000,94.27,94.29,93.93,94.04,1360
18/09/23,000000,94.03,94.95,93.79,94.57,356962
19/09/23,000000,94.57,95.96,94.16,94.4,415269
20/09/23,000000,94.4,94.72,92.76,93.2,345462
21/09/23,000000,93.2,94.6,92.2,93.24,326321
22/09/23,000000,93.24,94.64,92.8,93.63,251967
24/09/23,000000,93.83,93.91,93.49,93.91,1342
25/09/23,000000,93.89,94.25,92.54,93.41,179637
26/09/23,000000,93.41,94.21,91.8,94.07,175788
27/09/23,000000,94.07,97.06,94.07,96.71,143492
28/09/23,000000,96.71,97.69,94.76,95.14,90942
29/09/23,000000,95.14,95.14,91.96,92.29,443015
01/10/23,000000,92.11,92.57,92.11,92.47,2232
02/10/23,000000,92.47,93.33,90.35,90.48,432991
03/10/23,000000,90.48,91.56,89.5,91.1,466930
04/10/23,000000,91.1,91.21,85.75,86.09,539022
05/10/23,000000,86.09,86.52,83.84,84.18,532832
06/10/23,000000,84.18,84.95,83.44,84.47,428515
08/10/23,000000,84.43,88.15,84.43,87.37,34412
09/10/23,000000,87.38,89,86.42,88.25,399857
10/10/23,000000,88.25,88.49,86.91,87.72,371988
11/10/23,000000,87.72,88.26,85.21,85.54,428562
12/10/23,000000,85.54,87.64,85.18,86.26,399623
13/10/23,000000,86.26,91,86.26,90.94,452106
15/10/23,000000,90.8,91.2,90.18,90.81,6241
16/10/23,000000,90.83,91.39,89.5,90.16,289094
17/10/23,000000,90.16,90.93,88.88,90.91,267818
18/10/23,000000,90.91,93,90.6,91.41,368341
19/10/23,000000,91.41,93.48,89.57,93.05,320820
20/10/23,000000,93.05,93.79,91.66,92.19,282331
22/10/23,000000,92.51,92.51,91.65,91.8,3236
23/10/23,000000,91.79,92.45,89.62,90.5,281741
24/10/23,000000,90.5,90.68,87.35,88.08,295094
25/10/23,000000,88.08,90.35,86.68,90.13,276132
26/10/23,000000,90.13,90.4,87.53,88.16,202359
27/10/23,000000,88.16,90.75,87.83,90.02,110246
29/10/23,000000,90.44,90.44,88.77,89.49,1239
30/10/23,000000,89.49,89.98,87.2,87.91,101492
31/10/23,000000,87.91,87.91,84.77,85.62,401645
01/11/23,000000,85.62,87.24,84.58,84.9,329846
02/11/23,000000,84.9,87.05,84.64,86.96,322930
03/11/23,000000,86.96,87.8,84.56,85.17,371234
