<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
04/07/22,000000,1812.3,1814.4,1804.8,1811.4,47523
05/07/22,000000,1811.4,1812.7,1763,1767.4,202018
06/07/22,000000,1767.4,1770.7,1730.7,1743.9,182613
07/07/22,000000,1743.9,1748.2,1736.4,1740.4,121723
08/07/22,000000,1740.4,1751.7,1726,1740.9,126830
10/07/22,000000,1741.5,1743,1736.6,1740.8,13626
11/07/22,000000,1740.7,1742.2,1721.6,1731.5,116385
12/07/22,000000,1731.5,1737.9,1720.6,1725.2,118788
13/07/22,000000,1725.2,1744.3,1704.5,1730.1,205261
14/07/22,000000,1730.1,1730.4,1695,1706,199155
15/07/22,000000,1706,1712.3,1696.6,1706.5,139414
17/07/22,000000,1706.4,1716.1,1704.4,1714.5,15755
18/07/22,000000,1714.4,1722,1702.6,1707.1,115268
19/07/22,000000,1707.1,1716.4,1704.8,1710.3,105968
20/07/22,000000,1710.1,1712.7,1687.6,1689,133291
21/07/22,000000,1689,1719.5,1678.4,1712.5,203171
22/07/22,000000,1712.5,1738.3,1712,1725.3,137355
24/07/22,000000,1724.8,1727,1717.9,1725.6,11771
25/07/22,000000,1725.5,1734.6,1712.9,1722.2,96353
26/07/22,000000,1722.1,1725.8,1711.5,1714.6,79846
27/07/22,000000,1714.7,1740,1709.1,1735,87188
28/07/22,000000,1735,1780.2,1733.3,1779.1,26765
29/07/22,000000,1779.1,1784.6,1768.4,1782.7,119494
31/07/22,000000,1782.5,1783.3,1777.2,1778,12536
01/08/22,000000,1777.9,1797.3,1774.3,1790.9,132112
02/08/22,000000,1790.8,1805,1771.4,1785,166945
03/08/22,000000,1784.9,1789.4,1770,1787,129189
04/08/22,000000,1787,1812,1785.1,1809,140947
05/08/22,000000,1808.9,1809.6,1780.2,1792.4,146965
07/08/22,000000,1790.3,1792.1,1787.1,1789.1,8764
08/08/22,000000,1789.2,1806.9,1786.9,1802,99336
09/08/22,000000,1802,1817,1799.7,1807.4,110870
10/08/22,000000,1807.4,1824.6,1799.5,1801.1,149164
11/08/22,000000,1801.1,1814.9,1798.6,1806.5,109338
12/08/22,000000,1806.5,1819.1,1799.6,1818.9,101809
14/08/22,000000,1818.9,1818.9,1809.6,1811.1,12734
15/08/22,000000,1811.1,1811.1,1787.6,1796.2,130942
16/08/22,000000,1796.1,1797,1785.4,1790.1,85846
17/08/22,000000,1790.2,1796.6,1773.9,1775.9,137003
18/08/22,000000,1775.9,1786.3,1766.6,1767.2,123434
19/08/22,000000,1767.2,1772,1759.1,1760.3,115175
21/08/22,000000,1760.6,1762.1,1758.1,1759.6,9866
22/08/22,000000,1759.7,1759.7,1740.2,1751.2,137018
23/08/22,000000,1751.3,1767.5,1743.1,1758.1,136081
24/08/22,000000,1758.1,1770.7,1754.8,1769.2,110985
25/08/22,000000,1769.2,1778.8,1764.6,1770.2,109357
26/08/22,000000,1770.1,1771.3,1746.2,1750.8,157874
28/08/22,000000,1748.4,1750.7,1734.9,1735.9,24346
29/08/22,000000,1735.9,1757.9,1731.4,1747.1,139582
30/08/22,000000,1747.1,1749.8,1730.8,1735.3,121517
31/08/22,000000,1735.2,1738,1713,1715.2,172619
01/09/22,000000,1715.4,1719.7,1699.1,1710.3,176017
02/09/22,000000,1710.3,1729.5,1709.4,1722.6,151910
04/09/22,000000,1724.2,1724.5,1718.6,1722.9,9700
05/09/22,000000,1723,1737.4,1719.1,1729,61791
06/09/22,000000,1729.1,1731.7,1703.1,1704,146330
07/09/22,000000,1703.8,1731.2,1701.7,1725.7,160118
08/09/22,000000,1725.7,1739.4,1713.7,1729.9,178376
09/09/22,000000,1730,1740.5,1721.8,1727.6,129916
11/09/22,000000,1728.4,1731.4,1722.7,1724,10811
12/09/22,000000,1724.1,1746.4,1722.3,1731.9,154862
13/09/22,000000,1731.8,1742.9,1706.2,1710.4,220692
14/09/22,000000,1710.5,1717.3,1698.4,1701.9,145586
15/09/22,000000,1701.9,1702.4,1668.9,1672.7,247160
16/09/22,000000,1672.7,1689.9,1661.9,1684.5,183930
18/09/22,000000,1685.4,1688.8,1676.6,1677.4,15544
19/09/22,000000,1677.4,1688.8,1667.6,1685.3,132421
20/09/22,000000,1685.4,1685.6,1668.1,1671.7,131661
21/09/22,000000,1671.7,1696.9,1661.3,1668.3,225992
22/09/22,000000,1668.1,1693.5,1663.3,1677,212305
23/09/22,000000,1677.2,1682.3,1646.6,1651.7,208348
25/09/22,000000,1651,1653.4,1633.8,1645.3,36925
26/09/22,000000,1645.4,1657.2,1627.7,1638.1,183033
27/09/22,000000,1638.1,1650.1,1629.9,1631.6,179121
28/09/22,000000,1631.6,1671.6,1622.2,1662.8,251116
29/09/22,000000,1662.9,1673.6,1649.3,1670.1,184754
30/09/22,000000,1670.1,1684.4,1668.1,1668.3,158383
02/10/22,000000,1670.5,1677.8,1668.3,1672.2,14520
03/10/22,000000,1672.2,1711.6,1666.5,1708.8,202123
04/10/22,000000,1708.8,1738.7,1706.4,1728.2,189104
05/10/22,000000,1728.2,1736.6,1708.8,1730.7,161311
06/10/22,000000,1730.8,1734.2,1714.8,1717.6,127412
07/10/22,000000,1717.7,1722.8,1698.4,1701.8,139193
09/10/22,000000,1703.4,1707.4,1693,1695.9,21675
10/10/22,000000,1696,1696.6,1667.9,1670.7,145332
11/10/22,000000,1670.7,1691.3,1667.5,1672,157548
12/10/22,000000,1672.1,1685.1,1671.5,1675.7,62300
13/10/22,000000,1675.7,1688.9,1648.3,1674.9,228950
14/10/22,000000,1675.1,1677.8,1645.6,1650.2,154290
16/10/22,000000,1649.9,1657.8,1649.1,1655.2,12252
17/10/22,000000,1655.3,1674.3,1652.5,1657.8,146926
18/10/22,000000,1657.9,1666,1650.6,1654.2,152569
19/10/22,000000,1654.2,1654.4,1626.3,1630.2,174522
20/10/22,000000,1630.2,1650.3,1624.6,1625.6,153447
21/10/22,000000,1625.6,1663.1,1621.1,1662.5,234237
23/10/22,000000,1662.9,1675.5,1656.6,1658.9,30546
24/10/22,000000,1658.9,1663.6,1648,1655.9,143793
25/10/22,000000,1655.8,1666.8,1641.2,1661.3,158777
26/10/22,000000,1661.4,1679.4,1659.4,1668.5,168905
27/10/22,000000,1668.6,1673.6,1658.5,1668.7,171202
28/10/22,000000,1668.7,1669.4,1640.7,1648.3,166735
30/10/22,000000,1647.2,1648.4,1643.2,1647.2,10689
31/10/22,000000,1647.2,1648.5,1633.6,1640.4,120936
01/11/22,000000,1640.5,1660.3,1639.5,1653.8,169647
02/11/22,000000,1653.8,1673.1,1634.1,1640,197344
03/11/22,000000,1639.9,1642.4,1618.3,1641.3,209909
04/11/22,000000,1641.3,1686.4,1640.7,1685.7,246547
06/11/22,000000,1678.6,1683.4,1673.4,1675.7,26348
07/11/22,000000,1675.8,1685.6,1670,1672.7,128240
08/11/22,000000,1672.7,1720.4,1667.1,1711.4,250056
09/11/22,000000,1711.4,1725.8,1705.1,1712.8,181865
10/11/22,000000,1712.7,1760.6,1706.7,1756.1,246892
11/11/22,000000,1756.1,1775.6,1755.7,1774.2,162821
13/11/22,000000,1769.4,1769.8,1762.5,1764.4,21288
14/11/22,000000,1764.4,1778.4,1755.8,1774,154196
15/11/22,000000,1774,1791.8,1771,1775.1,207798
16/11/22,000000,1775.2,1788.2,1764.7,1765,149307
17/11/22,000000,1765,1774.7,1756.6,1764.7,139291
18/11/22,000000,1764.6,1769.9,1749.2,1752,102034
20/11/22,000000,1752,1755,1745.2,1747.3,13985
21/11/22,000000,1747.3,1748.6,1733.9,1746.1,112392
22/11/22,000000,1746.2,1751,1733,1735.2,110427
23/11/22,000000,1735.2,1757,1719,1756,126637
24/11/22,000000,1756,1761.2,1752.1,1758.7,46643
25/11/22,000000,1758.5,1759.2,1745.9,1755,52669
27/11/22,000000,1755,1756.3,1745.7,1751.4,12939
28/11/22,000000,1751.4,1763.5,1737.9,1752.5,77824
29/11/22,000000,1752.6,1769.1,1745.8,1767.8,17038
30/11/22,000000,1767.7,1793.8,1758.2,1793.4,196804
01/12/22,000000,1793.3,1818.7,1788.2,1811.4,204161
02/12/22,000000,1811.4,1816.9,1791.8,1811.4,158283
04/12/22,000000,1810.5,1822.9,1808,1821.5,21417
05/12/22,000000,1821.4,1822.2,1778.1,1784.2,171765
06/12/22,000000,1784.2,1793.2,1779.1,1782.5,111935
07/12/22,000000,1782.7,1803.2,1781.4,1795.1,147253
08/12/22,000000,1795.1,1807.7,1793.3,1807.2,105835
09/12/22,000000,1805.8,1819,1801.5,1809.4,104299
11/12/22,000000,1808,1809.3,1797.8,1798.4,13709
12/12/22,000000,1798.4,1807.1,1789,1793.3,99649
13/12/22,000000,1793.4,1836.9,1793.2,1822.1,189020
14/12/22,000000,1819.4,1825.4,1799.7,1801.1,142889
15/12/22,000000,1801.1,1806.3,1782,1788.3,165852
16/12/22,000000,1788.3,1804.2,1783.9,1803,109933
18/12/22,000000,1801.6,1807,1800.1,1802.9,14280
19/12/22,000000,1802.9,1808.6,1793.2,1799,101911
20/12/22,000000,1799,1832.4,1795.6,1824.1,173568
21/12/22,000000,1823.9,1833.8,1821.3,1829.1,99149
22/12/22,000000,1829,1829.3,1792.7,1802.3,161291
23/12/22,000000,1802.4,1812.2,1798.9,1806,86080
26/12/22,000000,1808.2,1813.9,1808,1812.4,12011
27/12/22,000000,1812.4,1841.9,1809.9,1819.1,153641
28/12/22,000000,1819,1819.5,1804.2,1815.7,105107
29/12/22,000000,1815.7,1827.3,1811.2,1822.7,97468
30/12/22,000000,1822.8,1832.4,1819.8,1830.1,91182
02/01/23,000000,1831.8,1849.4,1831.3,1846.9,32261
03/01/23,000000,1846.9,1856.6,1833.4,1852.6,180374
04/01/23,000000,1852.7,1871.3,1850.6,1857.5,188322
05/01/23,000000,1857.4,1860.8,1829.9,1842.6,166243
06/01/23,000000,1842.5,1875.2,1837.9,1870.5,181984
08/01/23,000000,1872.8,1884.4,1869.3,1881.6,25839
09/01/23,000000,1881.6,1886.4,1872,1875.4,139691
10/01/23,000000,1875.3,1885.2,1874.7,1881.8,119983
11/01/23,000000,1881.7,1890.9,1870.9,1887.5,154021
12/01/23,000000,1887.6,1906.5,1872.4,1898.7,201768
13/01/23,000000,1898.7,1925.3,1895.1,1923,175461
15/01/23,000000,1923.8,1931.8,1919.8,1925.2,17325
16/01/23,000000,1925.2,1925.3,1910.6,1913.9,84223
17/01/23,000000,1914,1919.5,1899.2,1901.6,150539
18/01/23,000000,1901.5,1929.8,1898.6,1911.3,186645
19/01/23,000000,1911.3,1936.9,1907.7,1925.6,167430
20/01/23,000000,1925.4,1939,1922,1927.7,109963
22/01/23,000000,1928.4,1936.7,1925.3,1930.9,15442
23/01/23,000000,1930.9,1938.3,1912.5,1934,150951
24/01/23,000000,1934.1,1943.8,1918.2,1929.8,143029
25/01/23,000000,1929.8,1949.8,1920.6,1947,136358
26/01/23,000000,1947,1949.4,1918.4,1921.8,147880
27/01/23,000000,1921.6,1935.4,1916.5,1927.6,75458
29/01/23,000000,1928.3,1933.6,1923.9,1932.4,1828
30/01/23,000000,1932.4,1942.7,1920.3,1935.4,21206
31/01/23,000000,1935.4,1946.9,1915.5,1941.4,186723
01/02/23,000000,1941.3,1972.4,1936.1,1968.7,211081
02/02/23,000000,1968.7,1975.2,1925.6,1929.9,235386
03/02/23,000000,1929.9,1932.1,1874.5,1877.7,275330
05/02/23,000000,1878,1891.2,1873.2,1891,33434
06/02/23,000000,1890.9,1894,1875.6,1885.6,140696
07/02/23,000000,1885.5,1897.2,1877.5,1889.3,165487
08/02/23,000000,1889.4,1898.9,1881.4,1891.1,123420
09/02/23,000000,1891.1,1902.3,1864.6,1864.8,183641
10/02/23,000000,1864.7,1883.5,1863.5,1876.4,123125
12/02/23,000000,1876.7,1876.7,1868.5,1868.7,13982
13/02/23,000000,1868.7,1877.2,1860.8,1868.4,120959
14/02/23,000000,1868.4,1881.6,1852.5,1858.3,216260
15/02/23,000000,1858.2,1858.3,1839.3,1848.9,148870
16/02/23,000000,1849,1854.9,1833,1836,163888
17/02/23,000000,1836,1853.1,1827.7,1851.3,136732
19/02/23,000000,1850.5,1853.9,1846.3,1851.6,13649
20/02/23,000000,1851.7,1856.4,1845.9,1848,64905
21/02/23,000000,1847.8,1853.5,1839,1845,133931
22/02/23,000000,1845.1,1855,1831.2,1837.6,140591
23/02/23,000000,1837.6,1841.2,1824.8,1832.9,170504
24/02/23,000000,1832.9,1833.5,1815.5,1818,143204
26/02/23,000000,1818,1820.9,1812,1815.9,18259
27/02/23,000000,1815.9,1827.3,1813.9,1821,113571
28/02/23,000000,1821,1838.6,1810.8,1836.8,174063
01/03/23,000000,1836.9,1852.5,1836.8,1840.4,169874
02/03/23,000000,1840.4,1847.3,1835.9,1844,124980
03/03/23,000000,1844,1864.4,1843.4,1862.8,129812
05/03/23,000000,1861,1862.8,1856.7,1859.7,15847
06/03/23,000000,1859.7,1864.3,1849.6,1852.5,116069
07/03/23,000000,1852.4,1856.9,1813.4,1815.6,210425
08/03/23,000000,1815.6,1828.7,1814.3,1817.8,138612
09/03/23,000000,1817.8,1839.4,1816.2,1833.7,164935
10/03/23,000000,1833.8,1874.3,1830,1872.7,263800
12/03/23,000000,1877.1,1899.7,1876.3,1886.7,65281
12/03/23,000000,1886.9,1919.5,1875.7,1907.6,319067
14/03/23,000000,1907.7,1918.1,1899.8,1907.1,225725
15/03/23,000000,1907.2,1942.5,1889.5,1916.8,305683
16/03/23,000000,1917,1938,1916.1,1931.9,213731
17/03/23,000000,1931.7,1993.7,1931.1,1993.7,279302
19/03/23,000000,1989.7,1994.6,1972.9,1978.3,39397
20/03/23,000000,1978.4,2014.9,1970,1987.6,265588
21/03/23,000000,1987.4,1987.5,1938.6,1942.4,213227
22/03/23,000000,1942.3,1982.3,1936.5,1979.4,220152
23/03/23,000000,1979.4,2006.1,1968.8,1995.4,222807
24/03/23,000000,1995.4,2006.5,1977.7,1981,194778
26/03/23,000000,1982.6,1984,1972.3,1976.4,18963
27/03/23,000000,1976.5,1977.3,1945,1960.5,150150
28/03/23,000000,1960.5,1977.1,1949.9,1967.5,114560
29/03/23,000000,1967.6,1973,1954.9,1959.8,52035
30/03/23,000000,1959.5,2001.1,1959.3,1998.8,19713
31/03/23,000000,1998.8,2005.5,1984.2,1987,136672
02/04/23,000000,1990,1992,1965.9,1968.1,29591
03/04/23,000000,1968,2008,1966.8,1995.4,164437
04/04/23,000000,1995.3,2043.4,1994,2039.7,217165
05/04/23,000000,2039.7,2049.2,2024.6,2027.9,188796
06/04/23,000000,2028,2037.3,2016.5,2023.7,119204
09/04/23,000000,2026.4,2026.4,2004.2,2006.2,25298
10/04/23,000000,2006.2,2018.2,1996.5,2012.7,123008
11/04/23,000000,2012.6,2034.3,2010.7,2032.1,123496
12/04/23,000000,2032.2,2043.9,2015.7,2031.6,205938
13/04/23,000000,2031.6,2063.4,2029.1,2059.4,191739
14/04/23,000000,2059.4,2061,2006,2017.7,236668
16/04/23,000000,2014.1,2019.1,2008.2,2017.2,20392
17/04/23,000000,2017.2,2028,1993.4,2012.2,173581
18/04/23,000000,2012.3,2024.6,2003.3,2015.9,159855
19/04/23,000000,2015.8,2016.8,1980.9,2004.4,209167
20/04/23,000000,2004.5,2024.2,2002.7,2013.5,153724
21/04/23,000000,2013.5,2013.7,1982.3,1994.1,188477
23/04/23,000000,1992,1995.8,1988.2,1991,15825
24/04/23,000000,1990.9,2011.4,1984.4,2002.8,142206
25/04/23,000000,2002.8,2014.5,1986.2,2004.6,216080
26/04/23,000000,2004.6,2020.2,1993.7,2008.5,207494
27/04/23,000000,2008.7,2013.3,1982.8,1997.6,184202
28/04/23,000000,1997.7,2004.1,1984.4,1999.4,137684
30/04/23,000000,2000.2,2000.7,1989.5,1992.1,13050
01/05/23,000000,1992.1,2015.4,1985.7,1990.6,165546
02/05/23,000000,1990.5,2028.8,1986.9,2027.3,223150
03/05/23,000000,2027.2,2071.3,2016,2049.7,238837
04/05/23,000000,2049.7,2068.1,2038.5,2057.9,247395
05/05/23,000000,2057.9,2059.2,2007,2025.7,222548
07/05/23,000000,2024.9,2031.6,2022,2030.8,14280
08/05/23,000000,2030.8,2037.1,2025.3,2032.3,120144
09/05/23,000000,2032.4,2045.3,2028,2038.6,138228
10/05/23,000000,2038.7,2056,2028.3,2038.4,209766
11/05/23,000000,2038.6,2047.6,2013.8,2016.5,241060
12/05/23,000000,2016.5,2027.8,2005.7,2015.7,180268
14/05/23,000000,2015.6,2024,2011.2,2018.4,15892
15/05/23,000000,2018.5,2027.5,2016.1,2021.3,118275
16/05/23,000000,2021.3,2022,1989.1,1994.8,210334
17/05/23,000000,1994.8,1995.7,1978.1,1984.9,168539
18/05/23,000000,1985,1985.4,1954.4,1965.5,206792
19/05/23,000000,1965.5,1987.4,1958.9,1979.2,196754
21/05/23,000000,1982.6,1984.4,1978.2,1979.7,7009
22/05/23,000000,1979.7,1984.8,1962,1964.6,123290
23/05/23,000000,1964.5,1980,1955.8,1978.3,164001
24/05/23,000000,1978.4,1987.9,1955.5,1957.8,190203
25/05/23,000000,1957.7,1965.4,1936,1948.4,190203
26/05/23,000000,1948.4,1957.1,1938.5,1946.8,100390
28/05/23,000000,1964.9,1964.9,1958,1963.2,12522
29/05/23,000000,1963.4,1968.2,1957.1,1957.3,53741
30/05/23,000000,1957.2,1981.9,1949.6,1976.4,183936
31/05/23,000000,1976.3,1993.1,1972.6,1981.5,195314
01/06/23,000000,1981.5,2000.7,1970.1,1999.6,171111
02/06/23,000000,1999.6,2000,1964.5,1964.9,187800
04/06/23,000000,1964.3,1966,1959.6,1962.8,21181
05/06/23,000000,1962.8,1980.7,1953.8,1975,164573
06/06/23,000000,1975,1982.9,1970.3,1979.3,128485
07/06/23,000000,1979.3,1986.5,1955.4,1960.7,188173
08/06/23,000000,1960.7,1985.7,1957.1,1978.7,285195
09/06/23,000000,1978.7,1987.8,1971,1975.5,114187
11/06/23,000000,1975.5,1975.8,1968.4,1972.7,12240
12/06/23,000000,1972.6,1981.4,1963.1,1975.8,115520
13/06/23,000000,1975.8,1985.9,1953,1962.4,344783
14/06/23,000000,1962.4,1973.9,1944.2,1946.8,208958
15/06/23,000000,1946.8,1974.5,1936.1,1968.9,240812
16/06/23,000000,1968.8,1980.4,1965.4,1969.1,139725
18/06/23,000000,1970.7,1971.8,1966,1967.7,8623
19/06/23,000000,1967.7,1971.6,1955.9,1961.8,65407
20/06/23,000000,1961.8,1968.7,1940.8,1947.9,174941
21/06/23,000000,1947.9,1948.8,1929.3,1942.6,164038
22/06/23,000000,1942.6,1943,1919.5,1921.9,165070
23/06/23,000000,1922,1949,1921.6,1929.7,161572
25/06/23,000000,1930.3,1938.4,1930.3,1935.2,17638
26/06/23,000000,1935.3,1943.4,1930.4,1937.7,138843
27/06/23,000000,1937.9,1940.3,1919.8,1924,167680
28/06/23,000000,1924,1925.8,1910.8,1913.8,154639
29/06/23,000000,1913.7,1921.3,1900.6,1916.7,172734
30/06/23,000000,1912.3,1930.8,1911.7,1926,132897
02/07/23,000000,1927.8,1927.8,1922.2,1926,15269
03/07/23,000000,1925.9,1939.9,1917.7,1930.7,137208
04/07/23,000000,1930.8,1938.1,1930.5,1932,56654
05/07/23,000000,1931.9,1942.9,1922.1,1924.5,178573
06/07/23,000000,1924.5,1934,1908.5,1916.8,209667
07/07/23,000000,1916.8,1941.1,1915.9,1930.5,182131
09/07/23,000000,1930.5,1933.7,1928.3,1929.6,15673
10/07/23,000000,1929.5,1934.3,1918,1932,152863
11/07/23,000000,1932,1946.4,1931.8,1943.7,155662
12/07/23,000000,1943.6,1966.3,1938.7,1965.1,223831
13/07/23,000000,1965.1,1968.5,1956.6,1966.6,168763
14/07/23,000000,1966.6,1967,1954.7,1959.8,128376
16/07/23,000000,1959.3,1960.1,1954.5,1955.9,13866
17/07/23,000000,1955.8,1964.1,1949,1963.1,131201
18/07/23,000000,1963.2,1988.3,1961.2,1979.2,217007
19/07/23,000000,1979.3,1989.8,1973.3,1987.7,138898
20/07/23,000000,1987.6,1988,1967.7,1972.1,152470
21/07/23,000000,1972,1974.3,1958.8,1964.1,114013
23/07/23,000000,1963.9,1964.8,1960.9,1961.7,10212
24/07/23,000000,1961.7,1969.8,1954.6,1963.2,140464
25/07/23,000000,1963,1967.7,1951.6,1965.3,122290
26/07/23,000000,1965.3,1982.6,1963.6,1978,148622
27/07/23,000000,1978.1,1992.7,1941.7,1991.8,150574
28/07/23,000000,1991.8,2002,1986.2,1997.5,119338
30/07/23,000000,1998.2,1998.8,1991.7,1992.5,14118
31/07/23,000000,1992.5,2010.9,1986.7,2004,119340
01/08/23,000000,1994.7,1995.4,1978.3,1986.2,138440
02/08/23,000000,1986.1,1992.2,1968.5,1972.6,153523
03/08/23,000000,1972.6,1974.5,1964.5,1970.3,130736
04/08/23,000000,1970.3,1984.2,1954.5,1977.1,136403
06/08/23,000000,1978.2,1981.7,1973.1,1974,12548
07/08/23,000000,1974,1976.6,1965.5,1967.8,102755
08/08/23,000000,1967.8,1970.2,1956.5,1963.9,133545
09/08/23,000000,1963.9,1966.1,1947.2,1951.2,129417
10/08/23,000000,1951.2,1963.5,1942.7,1946.6,160912
11/08/23,000000,1946.7,1953.6,1944.1,1945.5,103404
13/08/23,000000,1945.7,1947,1942.2,1944.6,12950
14/08/23,000000,1944.5,1948.2,1934.2,1939.4,100272
15/08/23,000000,1935.6,1944.3,1927.5,1934.9,146424
16/08/23,000000,1934.9,1938.2,1918.8,1922.3,127862
17/08/23,000000,1922.2,1927.1,1921.4,1924.1,17887
18/08/23,000000,1922,1926,1915.9,1917.7,74521
20/08/23,000000,1918.4,1922.5,1913.6,1920.4,18373
21/08/23,000000,1920.3,1927.9,1914,1924.7,129249
22/08/23,000000,1924.7,1933.2,1917.5,1929.9,119384
23/08/23,000000,1930,1949.7,1929,1948.9,162760
24/08/23,000000,1948.8,1951.3,1939.2,1941,128368
25/08/23,000000,1941.1,1950.4,1931,1941.4,121827
27/08/23,000000,1943.3,1945.2,1941.7,1944.1,11245
28/08/23,000000,1944,1954.2,1940.1,1953.3,111304
29/08/23,000000,1953.2,1966.5,1941.7,1964.7,168256
30/08/23,000000,1964.7,1977.1,1962.8,1970.4,122201
31/08/23,000000,1971.5,1974.9,1965,1965.5,106929
